,enhanced_ml_risk_regime_step_risk_regime,enhanced_ml_risk_regime_step_risk_score
2022-11-27 23:00:00,2,0.46308196
2022-11-27 23:15:00,0,0.83281076
2022-11-27 23:30:00,0,0.45144013
2022-11-27 23:45:00,2,0.49329308
2022-11-28 00:00:00,0,0.18126541
2022-11-28 00:15:00,2,0.5315407
2022-11-28 00:30:00,1,0.64940566
2022-11-28 00:45:00,2,0.5977257
2022-11-28 01:00:00,1,0.28003764
2022-11-28 01:15:00,2,0.91742146
2022-11-28 01:30:00,2,0.657057
2022-11-28 01:45:00,0,0.47532842
2022-11-28 02:00:00,1,0.8984263
2022-11-28 02:15:00,0,0.36990207
2022-11-28 02:30:00,1,0.76957595
2022-11-28 02:45:00,0,0.5868213
2022-11-28 03:00:00,2,0.85194594
2022-11-28 03:15:00,0,0.43804708
2022-11-28 03:30:00,0,0.05317604
2022-11-28 03:45:00,1,0.42542106
2022-11-28 04:00:00,2,0.6469894
2022-11-28 04:15:00,1,0.4119073
2022-11-28 04:30:00,0,0.662381
2022-11-28 04:45:00,1,0.061880466
2022-11-28 05:00:00,1,0.2180426
2022-11-28 05:15:00,1,0.07709427
2022-11-28 05:30:00,2,0.29480293
2022-11-28 05:45:00,1,0.70642775
2022-11-28 06:00:00,1,0.45578593
2022-11-28 06:15:00,0,0.48854783
2022-11-28 06:30:00,0,0.2862896
2022-11-28 06:45:00,1,0.50479877
2022-11-28 07:00:00,0,0.49096155
2022-11-28 07:15:00,2,0.43374944
2022-11-28 07:30:00,0,0.6522522
2022-11-28 07:45:00,0,0.46419972
2022-11-28 08:00:00,1,0.5544753
2022-11-28 08:15:00,0,0.63419724
2022-11-28 08:30:00,1,0.7716501
2022-11-28 08:45:00,2,0.008294864
2022-11-28 09:00:00,0,0.16410443
2022-11-28 09:15:00,2,0.2940208
2022-11-28 09:30:00,0,0.39823136
2022-11-28 09:45:00,0,0.015112121
2022-11-28 10:00:00,2,0.36123338
2022-11-28 10:15:00,1,0.8852982
2022-11-28 10:30:00,2,0.65621316
2022-11-28 10:45:00,1,0.34573174
2022-11-28 11:00:00,1,0.6614709
2022-11-28 11:15:00,0,0.73399794
2022-11-28 11:30:00,2,0.3612125
2022-11-28 11:45:00,2,0.2224584
2022-11-28 12:00:00,0,0.48331606
2022-11-28 12:15:00,0,0.84786135
2022-11-28 12:30:00,1,0.9549163
2022-11-28 12:45:00,1,0.6854461
2022-11-28 13:00:00,1,0.58055294
2022-11-28 13:15:00,0,0.38265902
2022-11-28 13:30:00,1,0.49941757
2022-11-28 13:45:00,1,0.44530368
2022-11-28 14:00:00,0,0.80066836
2022-11-28 14:15:00,1,0.13331388
2022-11-28 14:30:00,2,0.016899498
2022-11-28 14:45:00,1,0.81990165
2022-11-28 15:00:00,1,0.1917167
2022-11-28 15:15:00,1,0.56150126
2022-11-28 15:30:00,2,0.5124626
2022-11-28 15:45:00,0,0.0056026126
2022-11-28 16:00:00,0,0.2169226
2022-11-28 16:15:00,0,0.4503353
2022-11-28 16:30:00,0,0.13862601
2022-11-28 16:45:00,0,0.95899945
2022-11-28 17:00:00,2,0.96545476
2022-11-28 17:15:00,0,0.7136768
2022-11-28 17:30:00,2,0.97372913
2022-11-28 17:45:00,1,0.40894246
2022-11-28 18:00:00,0,0.9553746
2022-11-28 18:15:00,2,0.6492694
2022-11-28 18:30:00,2,0.26333588
2022-11-28 18:45:00,2,0.90719473
2022-11-28 19:00:00,0,0.6898074
2022-11-28 19:15:00,0,0.2897424
2022-11-28 19:30:00,1,0.03783145
2022-11-28 19:45:00,2,0.11606625
2022-11-28 20:00:00,1,0.8691652
2022-11-28 20:15:00,2,0.26544628
2022-11-28 20:30:00,0,0.50344014
2022-11-28 20:45:00,0,0.66439825
2022-11-28 21:00:00,0,0.33229968
2022-11-28 21:15:00,0,0.81115204
2022-11-28 21:30:00,0,0.5168661
2022-11-28 21:45:00,2,0.70301944
2022-11-28 22:00:00,0,0.96999514
2022-11-28 22:15:00,2,0.22241487
2022-11-28 22:30:00,2,0.38361296
2022-11-28 22:45:00,0,0.2390908
2022-11-28 23:00:00,2,0.09707831
2022-11-28 23:15:00,0,0.16040045
2022-11-28 23:30:00,1,0.56583935
2022-11-28 23:45:00,2,0.3766457
2022-11-29 00:00:00,2,0.89004827
2022-11-29 00:15:00,1,0.504442
2022-11-29 00:30:00,2,0.33426136
2022-11-29 00:45:00,1,0.42838693
2022-11-29 01:00:00,2,0.6700632
2022-11-29 01:15:00,0,0.09214437
2022-11-29 01:30:00,0,0.95646924
2022-11-29 01:45:00,2,0.11401074
2022-11-29 02:00:00,0,0.020544007
2022-11-29 02:15:00,0,0.60741925
2022-11-29 02:30:00,0,0.92595744
2022-11-29 02:45:00,2,0.8298947
2022-11-29 03:00:00,0,0.2729973
2022-11-29 03:15:00,2,0.30770117
2022-11-29 03:30:00,2,0.07667468
2022-11-29 03:45:00,1,0.70994276
2022-11-29 04:00:00,2,0.5895847
2022-11-29 04:15:00,1,0.10785675
2022-11-29 04:30:00,1,0.55387634
2022-11-29 04:45:00,1,0.7805731
2022-11-29 05:00:00,2,0.66881365
2022-11-29 05:15:00,0,0.36852658
2022-11-29 05:30:00,1,0.8374402
2022-11-29 05:45:00,2,0.24590115
2022-11-29 06:00:00,0,0.63020414
2022-11-29 06:15:00,2,0.4892525
2022-11-29 06:30:00,2,0.5308462
2022-11-29 06:45:00,1,0.3856707
2022-11-29 07:00:00,1,0.4442981
2022-11-29 07:15:00,1,0.53288805
2022-11-29 07:30:00,2,0.8215878
2022-11-29 07:45:00,1,0.8546243
2022-11-29 08:00:00,1,0.24967088
2022-11-29 08:15:00,1,0.70447487
2022-11-29 08:30:00,2,0.062297598
2022-11-29 08:45:00,1,0.35690597
2022-11-29 09:00:00,1,0.6174663
2022-11-29 09:15:00,1,0.570261
2022-11-29 09:30:00,1,0.33308533
2022-11-29 09:45:00,0,0.888031
2022-11-29 10:00:00,1,0.75016326
2022-11-29 10:15:00,0,0.5648933
2022-11-29 10:30:00,0,0.83276343
2022-11-29 10:45:00,0,0.8166172
2022-11-29 11:00:00,0,0.80094916
2022-11-29 11:15:00,0,0.21659096
2022-11-29 11:30:00,0,0.24162002
2022-11-29 11:45:00,0,0.658532
2022-11-29 12:00:00,0,0.93112695
2022-11-29 12:15:00,0,0.79075336
2022-11-29 12:30:00,2,0.5022639
2022-11-29 12:45:00,1,0.82112503
2022-11-29 13:00:00,2,0.4679575
2022-11-29 13:15:00,2,0.89782023
2022-11-29 13:30:00,1,0.5519763
2022-11-29 13:45:00,1,0.7076675
2022-11-29 14:00:00,0,0.83222014
2022-11-29 14:15:00,1,0.08076939
2022-11-29 14:30:00,2,0.39148873
2022-11-29 14:45:00,1,0.87075084
2022-11-29 15:00:00,2,0.5721021
2022-11-29 15:15:00,2,0.2726576
2022-11-29 15:30:00,1,0.6859239
2022-11-29 15:45:00,1,0.42973673
2022-11-29 16:00:00,2,0.8415393
2022-11-29 16:15:00,1,0.16784474
2022-11-29 16:30:00,1,0.31865588
2022-11-29 16:45:00,0,0.7215413
2022-11-29 17:00:00,1,0.84299207
2022-11-29 17:15:00,0,0.9213585
2022-11-29 17:30:00,0,0.62786835
2022-11-29 17:45:00,2,0.19923936
2022-11-29 18:00:00,0,0.29965568
2022-11-29 18:15:00,0,0.7192017
2022-11-29 18:30:00,0,0.37129372
2022-11-29 18:45:00,0,0.88428605
2022-11-29 19:00:00,1,0.833381
2022-11-29 19:15:00,2,0.2271547
2022-11-29 19:30:00,0,0.6069664
2022-11-29 19:45:00,0,0.32933372
2022-11-29 20:00:00,0,0.26600888
2022-11-29 20:15:00,0,0.1853789
2022-11-29 20:30:00,0,0.7448756
2022-11-29 20:45:00,1,0.33602965
2022-11-29 21:00:00,0,0.5672108
2022-11-29 21:15:00,2,0.55111414
2022-11-29 21:30:00,0,0.12430268
2022-11-29 21:45:00,0,0.3761663
2022-11-29 22:00:00,2,0.9610912
2022-11-29 22:15:00,2,0.99333376
2022-11-29 22:30:00,0,0.29343548
2022-11-29 22:45:00,1,0.056156076
2022-11-29 23:00:00,0,0.98530984
2022-11-29 23:15:00,1,0.65005356
2022-11-29 23:30:00,2,0.020081548
2022-11-29 23:45:00,0,0.79046667
2022-11-30 00:00:00,2,0.7158049
2022-11-30 00:15:00,2,0.53919077
2022-11-30 00:30:00,2,0.56299776
2022-11-30 00:45:00,0,0.25492498
2022-11-30 01:00:00,2,0.20203616
2022-11-30 01:15:00,0,0.33145759
2022-11-30 01:30:00,1,0.2983346
2022-11-30 01:45:00,0,0.8921042
2022-11-30 02:00:00,2,0.8757139
2022-11-30 02:15:00,1,0.4541006
2022-11-30 02:30:00,1,0.89377284
2022-11-30 02:45:00,2,0.62004715
2022-11-30 03:00:00,0,0.5445733
2022-11-30 03:15:00,2,0.19303551
2022-11-30 03:30:00,2,0.65901506
2022-11-30 03:45:00,2,0.5615929
2022-11-30 04:00:00,2,0.39269155
2022-11-30 04:15:00,1,0.65843594
2022-11-30 04:30:00,2,0.7895166
2022-11-30 04:45:00,2,0.5672495
2022-11-30 05:00:00,1,0.62529415
2022-11-30 05:15:00,1,0.38002908
2022-11-30 05:30:00,0,0.27793133
2022-11-30 05:45:00,1,0.098044634
2022-11-30 06:00:00,2,0.89387226
2022-11-30 06:15:00,0,0.9079305
2022-11-30 06:30:00,1,0.80532616
2022-11-30 06:45:00,2,0.14454414
2022-11-30 07:00:00,2,0.31298983
2022-11-30 07:15:00,2,0.011222237
2022-11-30 07:30:00,2,0.8015772
2022-11-30 07:45:00,1,0.30627275
2022-11-30 08:00:00,1,0.65895516
2022-11-30 08:15:00,2,0.5279381
2022-11-30 08:30:00,2,0.2105374
2022-11-30 08:45:00,0,0.32247007
2022-11-30 09:00:00,1,0.47006434
2022-11-30 09:15:00,2,0.55748785
2022-11-30 09:30:00,0,0.40069398
2022-11-30 09:45:00,2,0.36439112
2022-11-30 10:00:00,1,0.26246575
2022-11-30 10:15:00,1,0.5984641
2022-11-30 10:30:00,1,0.124931686
2022-11-30 10:45:00,2,0.84473354
2022-11-30 11:00:00,1,0.91891456
2022-11-30 11:15:00,1,0.7169672
2022-11-30 11:30:00,2,0.85927784
2022-11-30 11:45:00,2,0.6607058
2022-11-30 12:00:00,2,0.30071348
2022-11-30 12:15:00,0,0.33922938
2022-11-30 12:30:00,0,0.49481788
2022-11-30 12:45:00,1,0.5250656
2022-11-30 13:00:00,1,0.91196024
2022-11-30 13:15:00,2,0.36883804
2022-11-30 13:30:00,1,0.57235235
2022-11-30 13:45:00,2,0.37973383
2022-11-30 14:00:00,0,0.68135107
2022-11-30 14:15:00,1,0.907037
2022-11-30 14:30:00,1,0.05968089
2022-11-30 14:45:00,1,0.17029864
2022-11-30 15:00:00,1,0.96773726
2022-11-30 15:15:00,2,0.66230464
2022-11-30 15:30:00,1,0.46844298
2022-11-30 15:45:00,1,0.19120944
2022-11-30 16:00:00,1,0.72782904
2022-11-30 16:15:00,1,0.6813073
2022-11-30 16:30:00,2,0.87080634
2022-11-30 16:45:00,2,0.9013907
2022-11-30 17:00:00,1,0.97607845
2022-11-30 17:15:00,0,0.5037
2022-11-30 17:30:00,0,0.1646975
2022-11-30 17:45:00,0,0.41163707
2022-11-30 18:00:00,0,0.10597127
2022-11-30 18:15:00,0,0.50652784
2022-11-30 18:30:00,0,0.3747353
2022-11-30 18:45:00,2,0.16895013
2022-11-30 19:00:00,1,0.7246598
2022-11-30 19:15:00,2,0.052983668
2022-11-30 19:30:00,1,0.5737567
2022-11-30 19:45:00,1,0.9648584
2022-11-30 20:00:00,0,0.42398056
2022-11-30 20:15:00,1,0.21807134
2022-11-30 20:30:00,1,0.23055565
2022-11-30 20:45:00,0,0.3215778
2022-11-30 21:00:00,0,0.534288
2022-11-30 21:15:00,2,0.4161029
2022-11-30 21:30:00,1,0.18518303
2022-11-30 21:45:00,1,0.83290714
2022-11-30 22:00:00,1,0.32150218
2022-11-30 22:15:00,2,0.98048973
2022-11-30 22:30:00,2,0.7157349
2022-11-30 22:45:00,1,0.2909994
2022-11-30 23:00:00,0,0.77060604
2022-12-10 16:15:00,1,0.029707454
2022-12-10 16:30:00,2,0.24219535
2022-12-10 16:45:00,0,0.39149177
2022-12-10 17:00:00,2,0.6716457
2022-12-10 17:15:00,0,0.48832837
2022-12-10 17:30:00,1,0.40111154
2022-12-10 17:45:00,1,0.87020224
2022-12-10 18:00:00,2,0.17174062
2022-12-10 18:15:00,0,0.41956195
2022-12-10 18:30:00,0,0.6287827
2022-12-10 18:45:00,0,0.47315952
2022-12-10 19:00:00,2,0.16926166
2022-12-10 19:15:00,0,0.26675054
2022-12-10 19:30:00,2,0.17612201
2022-12-10 19:45:00,2,0.6702318
2022-12-10 20:00:00,0,0.5856507
2022-12-10 20:15:00,2,0.85199535
2022-12-10 20:30:00,2,0.2602168
2022-12-10 20:45:00,1,0.41729552
2022-12-10 21:00:00,2,0.3218722
2022-12-10 21:15:00,2,0.033142377
2022-12-10 21:30:00,2,0.13131471
2022-12-10 21:45:00,2,0.07064176
2022-12-10 22:00:00,0,0.8162347
2022-12-10 22:15:00,0,0.6273028
2022-12-10 22:30:00,0,0.011370907
2022-12-10 22:45:00,0,0.767763
2022-12-10 23:00:00,0,0.15935552
2022-12-10 23:15:00,2,0.1500065
2022-12-10 23:30:00,1,0.13579358
2022-12-10 23:45:00,2,0.8426339
2022-12-11 00:00:00,2,0.57801825
2022-12-11 00:15:00,1,0.78542215
2022-12-11 00:30:00,0,0.14158294
2022-12-11 00:45:00,2,0.62457514
2022-12-11 01:00:00,1,0.7508032
2022-12-11 01:15:00,0,0.4067521
2022-12-11 01:30:00,1,0.9437456
2022-12-11 01:45:00,2,0.6179564
2022-12-11 02:00:00,0,0.14212543
2022-12-11 02:15:00,0,0.06817264
2022-12-11 02:30:00,0,0.9637329
2022-12-11 02:45:00,0,0.9670335
2022-12-11 03:00:00,2,0.66220653
2022-12-11 03:15:00,2,0.01364016
2022-12-11 03:30:00,1,0.07859483
2022-12-11 03:45:00,1,0.43144697
2022-12-11 04:00:00,1,0.6517572
2022-12-11 04:15:00,1,0.8234912
2022-12-11 04:30:00,0,0.74152344
2022-12-11 04:45:00,2,0.41005144
2022-12-11 05:00:00,2,0.636008
2022-12-11 05:15:00,0,0.2771824
2022-12-11 05:30:00,2,0.26566663
2022-12-11 05:45:00,1,0.5137826
2022-12-11 06:00:00,0,0.72397125
2022-12-11 06:15:00,1,0.8421599
2022-12-11 06:30:00,2,0.85463256
2022-12-11 06:45:00,1,0.6998287
2022-12-11 07:00:00,2,0.52402574
2022-12-11 07:15:00,2,0.5758539
2022-12-11 07:30:00,2,0.03587007
2022-12-11 07:45:00,0,0.06385329
2022-12-11 08:00:00,0,0.49143124
2022-12-11 08:15:00,1,0.34038875
2022-12-11 08:30:00,2,0.5573092
2022-12-11 08:45:00,2,0.49332187
2022-12-11 09:00:00,2,0.7918878
2022-12-11 09:15:00,0,0.015950577
2022-12-11 09:30:00,2,0.77962494
2022-12-11 09:45:00,2,0.064955495
2022-12-11 10:00:00,0,0.6881793
2022-12-11 10:15:00,0,0.7030278
2022-12-11 10:30:00,2,0.37526405
2022-12-11 10:45:00,0,0.20373118
2022-12-11 11:00:00,0,0.4637662
2022-12-11 11:15:00,1,0.7826942
2022-12-11 11:30:00,0,0.7190849
2022-12-11 11:45:00,1,0.9224162
2022-12-11 12:00:00,0,0.6301011
2022-12-11 12:15:00,0,0.3813253
2022-12-11 12:30:00,2,0.11832054
2022-12-11 12:45:00,2,0.5900507
2022-12-11 13:00:00,0,0.1836622
2022-12-11 13:15:00,0,0.62238044
2022-12-11 13:30:00,0,0.7057062
2022-12-11 13:45:00,2,0.57481605
2022-12-11 14:00:00,1,0.95696867
2022-12-11 14:15:00,2,0.74525356
2022-12-11 14:30:00,2,0.14431642
2022-12-11 14:45:00,2,0.33635297
2022-12-11 15:00:00,2,0.42574933
2022-12-11 15:15:00,1,0.71494675
2022-12-11 15:30:00,1,0.5493043
2022-12-11 15:45:00,1,0.9495853
2022-12-11 16:00:00,1,0.9639114
2022-12-11 16:15:00,0,0.7512513
2022-12-11 16:30:00,0,0.89778167
2022-12-11 16:45:00,0,0.5192563
2022-12-11 17:00:00,0,0.2870989
2022-12-11 17:15:00,0,0.7574347
2022-12-11 17:30:00,1,0.49384236
2022-12-11 17:45:00,1,0.5751895
2022-12-11 18:00:00,1,0.41841668
2022-12-11 18:15:00,1,0.5972692
2022-12-11 18:30:00,1,0.18244652
2022-12-11 18:45:00,0,0.6119041
2022-12-11 19:00:00,1,0.52960753
2022-12-11 19:15:00,1,0.25803724
2022-12-11 19:30:00,1,0.22942862
2022-12-11 19:45:00,1,0.6884059
2022-12-11 20:00:00,1,0.96111244
2022-12-11 20:15:00,1,0.6788023
2022-12-11 20:30:00,2,0.15649194
2022-12-11 20:45:00,0,0.88635576
2022-12-11 21:00:00,0,0.51527685
2022-12-11 21:15:00,2,0.43201393
2022-12-11 21:30:00,0,0.92635524
2022-12-11 21:45:00,0,0.8477787
2022-12-11 22:00:00,1,0.32210404
2022-12-11 22:15:00,2,0.42090926
2022-12-11 22:30:00,0,0.41391882
2022-12-11 22:45:00,0,0.44424608
2022-12-11 23:00:00,2,0.42850688
2022-12-11 23:15:00,0,0.5814197
2022-12-11 23:30:00,1,0.47347
2022-12-11 23:45:00,2,0.90784496
2022-12-12 00:00:00,2,0.8226778
2022-12-12 00:15:00,2,0.6846288
2022-12-12 00:30:00,1,0.15022422
2022-12-12 00:45:00,1,0.4678309
2022-12-12 01:00:00,2,0.39211807
2022-12-12 01:15:00,1,0.4367406
2022-12-12 01:30:00,1,0.8977995
2022-12-12 01:45:00,0,0.38908854
2022-12-12 02:00:00,2,0.6099476
2022-12-12 02:15:00,0,0.800912
2022-12-12 02:30:00,2,0.56286615
2022-12-12 02:45:00,1,0.7829362
2022-12-12 03:00:00,0,0.9975238
2022-12-12 03:15:00,1,0.516303
2022-12-12 03:30:00,0,0.77339935
2022-12-12 03:45:00,2,0.30302417
2022-12-12 04:00:00,1,0.3468672
2022-12-12 04:15:00,0,0.60210526
2022-12-12 04:30:00,0,0.6675066
2022-12-12 04:45:00,0,0.9907015
2022-12-12 05:00:00,1,0.99466944
2022-12-12 05:15:00,2,0.036351066
2022-12-12 05:30:00,1,0.19201669
2022-12-12 05:45:00,2,0.9183011
2022-12-12 06:00:00,2,0.059138056
2022-12-12 06:15:00,0,0.85881406
2022-12-12 06:30:00,1,0.23646665
2022-12-12 06:45:00,2,0.12710679
2022-12-12 07:00:00,2,0.8572058
2022-12-12 07:15:00,2,0.12862283
2022-12-12 07:30:00,1,0.44934046
2022-12-12 07:45:00,1,0.4491185
2022-12-12 08:00:00,2,0.052093085
2022-12-12 08:15:00,1,0.1602787
2022-12-12 08:30:00,0,0.14190333
2022-12-12 08:45:00,2,0.90625006
2022-12-12 09:00:00,1,0.13859169
2022-12-12 09:15:00,0,0.051089305
2022-12-12 09:30:00,2,0.5594354
2022-12-12 09:45:00,2,0.94022876
2022-12-12 10:00:00,1,0.42139575
2022-12-12 10:15:00,0,0.39242566
2022-12-12 10:30:00,1,0.52199674
2022-12-12 10:45:00,1,0.9428776
2022-12-12 11:00:00,0,0.8143255
2022-12-12 11:15:00,2,0.87465817
2022-12-12 11:30:00,2,0.17647837
2022-12-12 11:45:00,1,0.84359765
2022-12-12 12:00:00,2,0.12891875
2022-12-12 12:15:00,2,0.20571281
2022-12-12 12:30:00,0,0.48956433
2022-12-12 12:45:00,1,0.5974739
2022-12-12 13:00:00,0,0.90636694
2022-12-12 13:15:00,2,0.5116584
2022-12-12 13:30:00,0,0.16657807
2022-12-12 13:45:00,2,0.8986502
2022-12-12 14:00:00,0,0.88912135
2022-12-12 14:15:00,1,0.3084986
2022-12-12 14:30:00,2,0.278493
2022-12-12 14:45:00,0,0.11376161
2022-12-12 15:00:00,2,0.27132836
2022-12-12 15:15:00,1,0.3180471
2022-12-12 15:30:00,1,0.058417875
2022-12-12 15:45:00,1,0.6776154
2022-12-12 16:00:00,1,0.6093123
2022-12-12 16:15:00,0,0.19430672
2022-12-12 16:30:00,2,0.71388084
2022-12-12 16:45:00,2,0.9613338
2022-12-12 17:00:00,1,0.15222889
2022-12-12 17:15:00,0,0.23200029
2022-12-12 17:30:00,1,0.9978506
2022-12-12 17:45:00,2,0.2608049
2022-12-12 18:00:00,1,0.667158
2022-12-12 18:15:00,2,0.60419637
2022-12-12 18:30:00,0,0.93953
2022-12-12 18:45:00,2,0.16029313
2022-12-12 19:00:00,1,0.43909827
2022-12-12 19:15:00,0,0.59101284
2022-12-12 19:30:00,2,0.5680711
2022-12-12 19:45:00,0,0.044172406
2022-12-12 20:00:00,1,0.73791873
2022-12-12 20:15:00,0,0.44365865
2022-12-12 20:30:00,1,0.7083278
2022-12-12 20:45:00,1,0.08619185
2022-12-12 21:00:00,1,0.73176944
2022-12-12 21:15:00,0,0.23047835
2022-12-12 21:30:00,2,0.8438057
2022-12-12 21:45:00,1,0.3145448
2022-12-12 22:00:00,2,0.046552762
2022-12-12 22:15:00,1,0.7931493
2022-12-12 22:30:00,2,0.43018845
2022-12-12 22:45:00,0,0.17925847
2022-12-12 23:00:00,1,0.94210804
2022-12-12 23:15:00,0,0.6032574
2022-12-12 23:30:00,0,0.012405012
2022-12-12 23:45:00,1,0.8915349
2022-12-13 00:00:00,0,0.49777505
2022-12-13 00:15:00,2,0.69141966
2022-12-13 00:30:00,0,0.8461634
2022-12-13 00:45:00,0,0.9343101
2022-12-13 01:00:00,1,0.33759916
2022-12-13 01:15:00,0,0.2641676
2022-12-13 01:30:00,0,0.7232539
2022-12-13 01:45:00,0,0.6824873
2022-12-13 02:00:00,2,0.6269998
2022-12-13 02:15:00,0,0.5250284
2022-12-13 02:30:00,1,0.849639
2022-12-13 02:45:00,2,0.670726
2022-12-13 03:00:00,1,0.875832
2022-12-13 03:15:00,1,0.04219654
2022-12-13 03:30:00,1,0.1265297
2022-12-13 03:45:00,2,0.94039273
2022-12-13 04:00:00,0,0.45917243
2022-12-13 04:15:00,2,0.22495006
2022-12-13 04:30:00,1,0.20928004
2022-12-13 04:45:00,2,0.7452335
2022-12-13 05:00:00,1,0.7841919
2022-12-13 05:15:00,0,0.76667464
2022-12-13 05:30:00,2,0.08248485
2022-12-13 05:45:00,0,0.24703336
2022-12-13 06:00:00,1,0.79315233
2022-12-13 06:15:00,2,0.82896036
2022-12-13 06:30:00,1,0.9833365
2022-12-13 06:45:00,0,0.17428523
2022-12-13 07:00:00,1,0.09622637
2022-12-13 07:15:00,2,0.6014456
2022-12-13 07:30:00,0,0.8462577
2022-12-13 07:45:00,2,0.33536804
2022-12-13 08:00:00,2,0.5484018
2022-12-13 08:15:00,1,0.10046765
2022-12-13 08:30:00,1,0.69529927
2022-12-13 08:45:00,0,0.3042596
2022-12-13 09:00:00,1,0.32578564
2022-12-13 09:15:00,0,0.34094396
2022-12-13 09:30:00,0,0.74393046
2022-12-13 09:45:00,1,0.4846262
2022-12-13 10:00:00,2,0.56253844
2022-12-13 10:15:00,0,0.20872179
2022-12-13 10:30:00,2,0.8375896
2022-12-13 10:45:00,1,0.8047647
2022-12-13 11:00:00,2,0.2100764
2022-12-13 11:15:00,1,0.7503994
2022-12-13 11:30:00,0,0.99224335
2022-12-13 11:45:00,1,0.810894
2022-12-13 12:00:00,0,0.29895633
2022-12-13 12:15:00,1,0.9679321
2022-12-13 12:30:00,2,0.25616896
2022-12-13 12:45:00,1,0.0067269555
2022-12-13 13:00:00,2,0.9689865
2022-12-13 13:15:00,2,0.72021854
2022-12-13 13:30:00,0,0.7724652
2022-12-13 13:45:00,2,0.90920365
2022-12-13 14:00:00,0,0.2489911
2022-12-13 14:15:00,1,0.5712831
2022-12-13 14:30:00,0,0.62258124
2022-12-13 14:45:00,2,0.5688653
2022-12-13 15:00:00,0,0.30244473
2022-12-13 15:15:00,2,0.32156748
2022-12-13 15:30:00,2,0.8210085
2022-12-13 15:45:00,0,0.81813204
2022-12-13 16:00:00,2,0.45830643
2022-12-13 16:15:00,2,0.21292636
2022-12-13 16:30:00,0,0.31257594
2022-12-13 16:45:00,0,0.6507458
2022-12-13 17:00:00,2,0.41540727
2022-12-13 17:15:00,0,0.8279971
2022-12-13 17:30:00,2,0.45004773
2022-12-13 17:45:00,2,0.424077
2022-12-13 18:00:00,1,0.17137736
2022-12-13 18:15:00,1,0.9302772
2022-12-13 18:30:00,1,0.66940075
2022-12-13 18:45:00,2,0.49737522
2022-12-13 19:00:00,1,0.5251621
2022-12-13 19:15:00,2,0.4031407
2022-12-13 19:30:00,1,0.9885212
2022-12-13 19:45:00,1,0.5967652
2022-12-13 20:00:00,2,0.13278362
2022-12-13 20:15:00,0,0.20252097
2022-12-13 20:30:00,1,0.97507924
2022-12-13 20:45:00,2,0.41408578
2022-12-13 21:00:00,1,0.23787133
2022-12-13 21:15:00,2,0.6398049
2022-12-13 21:30:00,1,0.40148968
2022-12-13 21:45:00,2,0.7325217
2022-12-13 22:00:00,0,0.61913407
2022-12-13 22:15:00,0,0.49542522
2022-12-13 22:30:00,1,0.43530145
2022-12-13 22:45:00,1,0.72865486
2022-12-13 23:00:00,0,0.7503524
2022-12-13 23:15:00,1,0.40846092
2022-12-13 23:30:00,1,0.949919
2022-12-13 23:45:00,0,0.8153688
2022-12-14 00:00:00,1,0.95486367
2022-12-14 00:15:00,0,0.51432264
2022-12-14 00:30:00,2,0.6405306
2022-12-14 00:45:00,1,0.8871133
2022-12-14 01:00:00,1,0.11009559
2022-12-14 01:15:00,1,0.7072661
2022-12-14 01:30:00,2,0.10715749
2022-12-14 01:45:00,0,0.11216306
2022-12-14 02:00:00,2,0.47040212
2022-12-14 02:15:00,1,0.44576225
2022-12-14 02:30:00,2,0.78558844
2022-12-14 02:45:00,2,0.9745779
2022-12-14 03:00:00,0,0.9282942
2022-12-14 03:15:00,1,0.6532663
2022-12-14 03:30:00,1,0.345535
2022-12-14 03:45:00,0,0.15198603
2022-12-14 04:00:00,1,0.22290358
2022-12-14 04:15:00,2,0.07517501
2022-12-14 04:30:00,1,0.9118861
2022-12-14 04:45:00,1,0.4035839
2022-12-14 05:00:00,0,0.84383255
2022-12-14 05:15:00,1,0.2928061
2022-12-14 05:30:00,0,0.22451265
2022-12-14 05:45:00,0,0.6959963
2022-12-14 06:00:00,0,0.15224661
2022-12-14 06:15:00,0,0.74986196
2022-12-14 06:30:00,0,0.95483166
2022-12-14 06:45:00,1,0.902368
2022-12-14 07:00:00,1,0.6568406
2022-12-14 07:15:00,0,0.3994859
2022-12-14 07:30:00,1,0.25317657
2022-12-14 07:45:00,2,0.64085084
2022-12-14 08:00:00,0,0.4000924
2022-12-14 08:15:00,0,0.07868447
2022-12-14 08:30:00,0,0.80017656
2022-12-14 08:45:00,1,0.68049306
2022-12-14 09:00:00,1,0.117593154
2022-12-14 09:15:00,2,0.90297055
2022-12-14 09:30:00,1,0.43106627
2022-12-14 09:45:00,1,0.63523245
2022-12-14 10:00:00,0,0.023298558
2022-12-14 10:15:00,1,0.40420654
2022-12-14 10:30:00,0,0.9281039
2022-12-14 10:45:00,1,0.7096983
2022-12-14 11:00:00,1,0.39379317
2022-12-14 11:15:00,2,0.5644096
2022-12-14 11:30:00,2,0.053320482
2022-12-14 11:45:00,2,0.18479434
2022-12-14 12:00:00,2,0.7766336
2022-12-14 12:15:00,0,0.76185894
2022-12-14 12:30:00,0,0.44616118
2022-12-14 12:45:00,1,0.56493324
2022-12-14 13:00:00,2,0.64261997
2022-12-14 13:15:00,1,0.68880504
2022-12-14 13:30:00,1,0.19402109
2022-12-14 13:45:00,2,0.52343756
2022-12-14 14:00:00,0,0.4727896
